data,hora,umidade_%
01/01/2000,00:11:10,77.00
01/01/2000,00:11:11,77.00
01/01/2000,00:11:12,77.00
01/01/2000,00:11:13,77.00
01/01/2000,00:11:14,77.00
01/01/2000,00:11:15,77.00
01/01/2000,00:11:16,77.00
01/01/2000,00:11:17,77.00
01/01/2000,00:11:18,77.00
01/01/2000,00:11:19,77.00
01/01/2000,00:11:20,77.00
01/01/2000,00:11:21,77.00
01/01/2000,00:11:22,77.00
01/01/2000,00:11:23,77.00
01/01/2000,00:11:24,77.00
01/01/2000,00:11:25,77.00
01/01/2000,00:11:26,77.00
01/01/2000,00:11:27,77.00
01/01/2000,00:11:28,77.00
01/01/2000,00:11:29,77.00
01/01/2000,00:11:30,77.00
01/01/2000,00:11:31,77.00
01/01/2000,00:11:32,77.00
01/01/2000,00:11:33,77.00
01/01/2000,00:11:34,77.00
01/01/2000,00:11:35,77.00
01/01/2000,00:11:36,77.00
01/01/2000,00:11:37,77.00
01/01/2000,00:11:38,77.00
01/01/2000,00:11:39,77.00
01/01/2000,00:11:40,77.00
01/01/2000,00:11:41,77.00
01/01/2000,00:11:42,77.00
01/01/2000,00:11:43,77.00
01/01/2000,00:11:44,77.00
01/01/2000,00:11:45,77.00
01/01/2000,00:11:46,77.00
01/01/2000,00:11:47,77.00
01/01/2000,00:11:48,77.00
01/01/2000,00:11:49,77.00
01/01/2000,00:11:50,77.00
01/01/2000,00:11:51,77.00
01/01/2000,00:11:52,77.00
01/01/2000,00:11:53,77.00
01/01/2000,00:11:54,77.00
01/01/2000,00:11:55,77.00
01/01/2000,00:11:56,77.00
01/01/2000,00:11:57,77.00
01/01/2000,00:11:58,77.00
01/01/2000,00:11:59,77.00
01/01/2000,00:12:00,77.00
01/01/2000,00:12:01,77.00
01/01/2000,00:12:02,77.00
01/01/2000,00:12:03,77.00
01/01/2000,00:12:04,77.00
01/01/2000,00:12:05,77.00
01/01/2000,00:12:06,77.00
01/01/2000,00:12:07,77.00
01/01/2000,00:12:08,77.00
01/01/2000,00:12:09,77.00
01/01/2000,00:12:10,77.00
01/01/2000,00:12:11,77.00
01/01/2000,00:12:12,77.00
01/01/2000,00:12:13,77.00
01/01/2000,00:12:14,77.00
01/01/2000,00:12:15,77.00
01/01/2000,00:12:16,77.00
01/01/2000,00:12:17,77.00
01/01/2000,00:12:18,77.00
01/01/2000,00:12:19,77.00
01/01/2000,00:12:20,77.00
01/01/2000,00:12:21,77.00
